,size,total_sqft,bath,price,site_location,bhk
5949,2 BHK,3752.5,2.0,177.115,Mahatma Gandhi Road,2
5950,2 Bedroom,600.0,2.0,35.0,Mahatma Gandhi Road,2
5951,2 BHK,1160.0,2.0,33.5,Mahatma Gandhi Road,2
5952,3 BHK,1762.0,3.0,112.0,Mahatma Gandhi Road,3
5953,2 BHK,1085.0,2.0,57.0,Mahatma Gandhi Road,2
5954,2 Bedroom,880.0,2.0,50.0,Mahatma Gandhi Road,2
5956,2 BHK,1300.0,2.0,60.0,Mahatma Gandhi Road,2
5957,3 BHK,1752.0,3.0,105.0,Mahatma Gandhi Road,3
5958,2 BHK,1100.0,2.0,58.0,Mahatma Gandhi Road,2
5959,3 BHK,2070.0,3.0,135.0,Mahatma Gandhi Road,3
5961,3 BHK,2173.0,3.0,128.0,Mahatma Gandhi Road,3
5962,2 BHK,1000.0,2.0,44.0,Mahatma Gandhi Road,2
5963,2 BHK,1160.0,2.0,36.54,Mahatma Gandhi Road,2
5964,2 BHK,1044.0,2.0,34.77,Mahatma Gandhi Road,2
5965,2 BHK,1196.0,2.0,57.9,Mahatma Gandhi Road,2
5969,2 BHK,1222.0,2.0,80.0,Mahatma Gandhi Road,2
5970,3 BHK,1917.0,3.0,132.0,Mahatma Gandhi Road,3
5971,2 BHK,1190.0,2.0,48.6,Mahatma Gandhi Road,2
5972,3 BHK,1610.0,2.0,115.0,Mahatma Gandhi Road,3
5973,2 BHK,1074.0,2.0,42.79,Mahatma Gandhi Road,2
5974,3 BHK,1836.0,3.0,125.0,Mahatma Gandhi Road,3
5975,2 BHK,1125.0,2.0,48.0,Mahatma Gandhi Road,2
5976,2 BHK,1054.0,2.0,53.0,Mahatma Gandhi Road,2
5977,6 BHK,3000.0,6.0,250.0,Mahatma Gandhi Road,6
5978,2 BHK,1225.0,2.0,62.0,Mahatma Gandhi Road,2
5980,2 BHK,965.0,2.0,37.15,Mahatma Gandhi Road,2
5982,2 BHK,1186.0,2.0,72.0,Mahatma Gandhi Road,2
5983,3 BHK,1843.0,3.0,87.54,Mahatma Gandhi Road,3
5984,2 BHK,780.0,2.0,31.0,Mahatma Gandhi Road,2
5985,2 BHK,1142.0,2.0,35.0,Mahatma Gandhi Road,2
5986,2 BHK,929.0,2.0,49.0,Mahatma Gandhi Road,2
5987,7 Bedroom,4278.0,7.0,299.0,Mahatma Gandhi Road,7
5988,3 BHK,1846.0,3.0,135.0,Mahatma Gandhi Road,3
5989,2 BHK,1060.0,2.0,48.66,Mahatma Gandhi Road,2
5990,2 BHK,1263.0,2.0,47.36,Mahatma Gandhi Road,2
5991,2 BHK,1200.0,2.0,54.0,Mahatma Gandhi Road,2
5993,2 BHK,1110.0,2.0,36.25,Mahatma Gandhi Road,2
5995,2 BHK,1082.0,2.0,64.0,Mahatma Gandhi Road,2
5998,2 BHK,1270.0,2.0,94.0,Mahatma Gandhi Road,2
5999,2 BHK,1246.0,2.0,67.5,Mahatma Gandhi Road,2
6000,2 BHK,1140.0,2.0,43.0,Mahatma Gandhi Road,2
6001,2 BHK,883.0,2.0,37.0,Mahatma Gandhi Road,2
6002,3 BHK,1755.0,3.0,117.0,Mahatma Gandhi Road,3
6003,3 BHK,1524.0,2.0,72.0,Mahatma Gandhi Road,3
6004,2 BHK,850.0,2.0,45.0,Mahatma Gandhi Road,2
6005,3 BHK,2257.0,3.0,155.0,Mahatma Gandhi Road,3
6006,3 BHK,1715.0,3.0,105.0,Mahatma Gandhi Road,3
6007,2 BHK,1065.0,2.0,46.0,Mahatma Gandhi Road,2
6008,3 BHK,1610.0,3.0,78.5,Mahatma Gandhi Road,3
6009,2 BHK,1090.0,2.0,46.0,Mahatma Gandhi Road,2
6010,3 BHK,1950.0,3.0,132.0,Mahatma Gandhi Road,3
6013,3 Bedroom,3500.0,3.0,275.0,Mahatma Gandhi Road,3
6014,3 BHK,1454.0,3.0,71.5,Mahatma Gandhi Road,3
6015,2 BHK,1185.0,2.0,75.0,Mangalwar peth,2
6016,3 Bedroom,1200.0,3.0,90.0,Mangalwar peth,3
6019,3 BHK,1170.0,2.0,66.0,Mangalwar peth,3
6020,3 BHK,1375.0,3.0,70.0,Mangalwar peth,3
6021,4 Bedroom,1200.0,3.0,85.0,Mangalwar peth,4
6024,4 BHK,2268.0,3.0,163.0,Mangalwar peth,4
6026,3 BHK,1535.0,3.0,85.0,Mangalwar peth,3
6028,2 BHK,1197.0,2.0,84.0,Mangalwar peth,2
6031,4 Bedroom,1632.0,3.0,145.0,Mangalwar peth,4
6032,3 Bedroom,1200.0,3.0,95.0,Mangalwar peth,3
6034,1 BHK,825.0,1.0,45.0,Mangalwar peth,1
6035,3 BHK,1819.0,3.0,100.0,Mangalwar peth,3
6041,1 BHK,606.0,1.0,34.78,Mangalwar peth,1
6042,2 BHK,1400.0,2.0,100.0,Mangalwar peth,2
6043,3 Bedroom,1950.0,3.0,130.0,Mangalwar peth,3
6044,2 BHK,1290.0,2.0,87.0,Mangalwar peth,2
6045,3 BHK,1615.0,3.0,89.75,Mangalwar peth,3
6046,4 BHK,3895.0,4.0,220.0,Mangalwar peth,4
6048,4 BHK,4000.0,4.0,220.0,Mangalwar peth,4
6049,3 BHK,1374.0,2.0,70.0,Mangalwar peth,3
6050,2 BHK,1055.0,2.0,57.63,Mangalwar peth,2
6053,3 BHK,1715.0,3.0,115.0,Mangalwar peth,3
6055,3 BHK,1500.0,2.0,120.0,Mangalwar peth,3
6057,3 BHK,1645.0,3.0,120.0,Mangalwar peth,3
6058,1 BHK,715.0,1.0,29.0,Mangalwar peth,1
6059,3 BHK,1751.0,2.0,115.0,Mangalwar peth,3
6063,3 BHK,1150.0,2.0,60.0,Mangalwar peth,3
6065,4 BHK,3563.0,6.0,310.0,Mangalwar peth,4
6067,3 BHK,1620.0,3.0,130.0,Mangalwar peth,3
6068,1 BHK,905.0,1.0,50.0,Mangalwar peth,1
6073,1 Bedroom,1200.0,1.0,48.0,Mangalwar peth,1
6074,2 BHK,1000.0,2.0,61.0,Mangalwar peth,2
6075,2 BHK,1200.0,2.0,75.0,Mangalwar peth,2
6077,2 BHK,1299.0,2.0,100.0,Mangalwar peth,2
6078,3 BHK,1500.0,2.0,77.5,Mangalwar peth,3
6082,2 Bedroom,750.0,2.0,58.0,Mangalwar peth,2
6083,3 BHK,2280.0,4.0,184.0,Mangalwar peth,3
6084,3 BHK,1520.0,2.0,85.0,Mangalwar peth,3
6085,1 RK,670.0,1.0,50.0,Mangalwar peth,1
6088,3 BHK,1568.0,2.0,100.0,Mangalwar peth,3
6091,3 Bedroom,1200.0,3.0,72.0,Mangalwar peth,3
6093,3 BHK,2254.0,3.0,170.0,Mangalwar peth,3
6094,3 BHK,1810.0,3.0,100.0,Mangalwar peth,3
6097,2 BHK,1050.0,2.0,68.0,Mangalwar peth,2
6098,1 Bedroom,1806.0,1.0,150.0,Mangalwar peth,1
6100,2 BHK,700.0,1.0,41.0,Mangalwar peth,2
6101,3 BHK,2087.01,4.0,135.0,Mangalwar peth,3
6111,3 BHK,1431.0,3.0,85.0,Mangalwar peth,3
6114,2 BHK,1200.0,2.0,78.0,Mangalwar peth,2
6118,2 BHK,1300.0,2.0,95.0,Mangalwar peth,2
6119,3 BHK,1200.0,3.0,74.52,Mangalwar peth,3
6121,3 BHK,1718.0,3.0,90.2,Mangalwar peth,3
6122,3 BHK,1635.0,3.0,85.0,Mangalwar peth,3
6124,1 BHK,550.0,1.0,16.75,Mangalwar peth,1
6126,4 BHK,2236.0,4.0,153.0,Mangalwar peth,4
6129,4 Bedroom,3206.0,5.0,270.0,Mangalwar peth,4
6130,2 BHK,1294.0,2.0,115.0,Mangalwar peth,2
6132,3 BHK,1724.0,3.0,125.0,Mangalwar peth,3
6133,3 BHK,1348.0,2.0,80.5,Mangalwar peth,3
6134,4 Bedroom,2700.0,3.0,230.0,Mangalwar peth,4
6138,3 BHK,1710.0,4.0,91.31,Manik Bagh,3
6140,2 BHK,1325.0,2.0,76.0,Manik Bagh,2
6141,2 BHK,708.0,1.0,40.0,Manik Bagh,2
6142,2 Bedroom,1050.0,1.0,56.0,Manik Bagh,2
6143,3 BHK,1590.0,2.0,125.0,Manik Bagh,3
6146,3 BHK,1639.0,3.0,110.0,Manik Bagh,3
6147,3 Bedroom,1500.0,3.0,100.0,Manik Bagh,3
6148,4 BHK,3356.0,4.0,251.0,Manik Bagh,4
6149,3 BHK,1765.0,3.0,125.0,Manik Bagh,3
6151,1 BHK,665.0,2.0,28.585,Manik Bagh,1
6153,2 BHK,1041.0,2.0,65.5,Manik Bagh,2
6156,3 BHK,1767.0,3.0,98.0,Manik Bagh,3
6160,2 BHK,1100.0,2.0,61.0,Manik Bagh,2
6163,2 BHK,1178.0,2.0,73.0,Manik Bagh,2
6165,3 BHK,1950.0,3.0,131.0,Manik Bagh,3
6166,4 BHK,2340.0,4.0,148.0,Manik Bagh,4
6167,3 Bedroom,1700.0,3.0,155.0,Manik Bagh,3
6168,3 BHK,1918.0,3.0,129.0,Manik Bagh,3
6169,4 BHK,2830.0,5.0,160.0,Manik Bagh,4
6172,2 Bedroom,1200.0,2.0,75.0,Manik Bagh,2
6175,3 Bedroom,4000.0,3.0,235.0,Manik Bagh,3
6176,2 BHK,1235.0,2.0,63.0,Manik Bagh,2
6177,2 BHK,1230.0,2.0,94.5,Manik Bagh,2
6178,3 BHK,1846.0,3.0,155.0,Manik Bagh,3
6182,3 BHK,1255.0,2.0,90.0,Manik Bagh,3
6183,6 Bedroom,2000.0,6.0,85.0,Manik Bagh,6
6184,3 BHK,1862.0,3.0,125.0,Manik Bagh,3
6185,3 BHK,1685.0,3.0,95.0,Manik Bagh,3
6186,3 BHK,1650.0,3.0,84.0,Manik Bagh,3
6191,2 BHK,957.0,2.0,52.5,Manik Bagh,2
6194,3 BHK,1750.0,3.0,130.0,Manik Bagh,3
6195,3 BHK,1890.0,2.0,100.0,Manik Bagh,3
6196,3 BHK,1240.0,2.0,65.0,Manik Bagh,3
6197,1 BHK,552.0,1.0,23.5,Manik Bagh,1
6200,1 BHK,525.0,1.0,26.25,Manik Bagh,1
6201,4 BHK,1864.0,3.0,105.0,Manik Bagh,4
6202,4 Bedroom,2850.0,5.0,240.0,Manik Bagh,4
6203,3 BHK,1890.0,4.0,100.0,Manik Bagh,3
6204,2 BHK,950.0,2.0,58.11,Manik Bagh,2
6205,4 Bedroom,4920.0,4.0,393.5,Manik Bagh,4
6207,2 BHK,1200.0,2.0,68.0,Manik Bagh,2
6208,1 BHK,645.0,1.0,34.18,Manik Bagh,1
6211,1 BHK,662.0,1.0,45.0,Manik Bagh,1
6213,3 BHK,1691.0,3.0,120.0,Manik Bagh,3
6214,2 BHK,1350.0,2.0,99.0,Manik Bagh,2
6215,3 BHK,1740.0,3.0,95.0,Manik Bagh,3
6216,2 BHK,1161.0,2.0,59.0,Manik Bagh,2
6217,3 BHK,1535.0,3.0,85.0,Manik Bagh,3
6218,2 BHK,1186.0,2.0,76.0,Manik Bagh,2
6222,2 BHK,1300.0,2.0,100.0,Manik Bagh,2
6224,2 BHK,1167.0,2.0,64.08,Manik Bagh,2
6225,2 BHK,1170.0,2.0,65.0,Manik Bagh,2
6227,2 BHK,1153.0,2.0,60.0,Manik Bagh,2
6231,2 BHK,1250.0,2.0,93.0,Manik Bagh,2
6232,1 BHK,610.0,1.0,28.0,Manik Bagh,1
6233,2 BHK,1407.0,2.0,98.49,Manik Bagh,2
6235,3 BHK,1850.0,3.0,110.0,Manik Bagh,3
6237,2 BHK,1120.0,2.0,70.0,Manik Bagh,2
6239,3 BHK,2955.0,3.0,235.0,Manik Bagh,3
6243,2 BHK,1157.0,2.0,65.0,Manik Bagh,2
6244,5 Bedroom,4144.0,5.0,331.0,Manik Bagh,5
6245,3 BHK,1622.0,3.0,95.0,Manik Bagh,3
6248,3 BHK,1480.0,2.0,75.0,Manik Bagh,3
6249,2 BHK,1200.0,2.0,44.0,Market yard,2
6250,2 BHK,957.0,2.0,58.0,Market yard,2
6252,3 BHK,1850.0,3.0,150.0,Market yard,3
6254,3 BHK,2250.0,3.0,160.0,Market yard,3
6255,4 BHK,3670.0,4.0,300.0,Market yard,4
6256,2 BHK,793.0,2.0,45.0,Market yard,2
6257,2 BHK,1141.0,2.0,62.0,Market yard,2
6259,3 BHK,1475.0,2.0,120.0,Market yard,3
6260,2 BHK,1395.0,2.0,63.59,Market yard,2
6261,2 BHK,920.0,2.0,39.55,Market yard,2
6262,2 BHK,1210.0,2.0,62.0,Market yard,2
6263,2 Bedroom,1200.0,2.0,65.0,Market yard,2
6264,6 BHK,5080.0,7.0,450.0,Market yard,6
6266,2 BHK,1100.0,2.0,55.0,Market yard,2
6268,2 BHK,1260.0,2.0,46.62,Market yard,2
6269,2 BHK,1325.0,2.0,119.0,Market yard,2
6270,3 BHK,1410.0,2.0,80.0,Market yard,3
6272,2 BHK,1180.0,2.0,100.0,Market yard,2
6273,2 BHK,1100.0,2.0,53.0,Market yard,2
6275,1 BHK,905.0,1.0,55.0,Market yard,1
6277,2 BHK,885.0,2.0,40.0,Market yard,2
6279,1 BHK,596.0,1.0,42.0,Market yard,1
6280,5 Bedroom,3227.0,5.0,250.0,Market yard,5
6281,2 BHK,1280.0,2.0,76.0,Market yard,2
6282,3 BHK,1315.0,2.0,74.0,Market yard,3
6283,3 BHK,2135.0,3.0,160.0,Market yard,3
6285,2 BHK,1200.0,2.0,59.0,Market yard,2
6286,2 BHK,1015.0,2.0,58.0,Market yard,2
6287,2 BHK,1160.0,2.0,42.92,Market yard,2
6288,3 BHK,1760.0,3.0,123.0,Market yard,3
6290,2 Bedroom,900.0,2.0,48.0,Market yard,2
6291,2 BHK,1035.0,2.0,45.5,Market yard,2
6292,2 BHK,1255.0,2.0,79.0,Market yard,2
6293,3 BHK,1847.0,3.0,135.0,Market yard,3
6297,3 BHK,1724.0,3.0,124.0,Market yard,3
6298,3 BHK,1685.0,3.0,100.0,Market yard,3
6299,2 BHK,1200.0,2.0,75.0,Market yard,2
6300,6 Bedroom,2800.0,4.0,100.0,Market yard,6
6302,2 BHK,1060.0,2.0,53.0,Market yard,2
6303,2 BHK,1261.0,2.0,61.0,Market yard,2
6304,3 BHK,1480.0,2.0,84.0,Market yard,3
6305,1 Bedroom,1500.0,1.0,75.0,Market yard,1
6307,2 BHK,1170.0,2.0,65.0,Market yard,2
6308,2 BHK,1170.0,2.0,75.0,Market yard,2
6309,2 BHK,1050.0,2.0,70.0,Market yard,2
6312,2 BHK,1128.0,2.0,48.79,Market yard,2
6313,2 BHK,1040.0,2.0,61.0,Market yard,2
6315,2 BHK,1400.0,2.0,85.0,Market yard,2
6316,2 BHK,1175.0,2.0,48.72,Market yard,2
6317,2 BHK,1308.0,2.0,60.0,Market yard,2
6318,2 BHK,1140.0,2.0,40.0,Market yard,2
6319,2 BHK,1300.0,2.0,54.0,Market yard,2
6320,1 BHK,728.5,1.0,31.315,Market yard,1
6321,2 BHK,1050.0,2.0,52.08,Market yard,2
6323,2 BHK,1275.0,2.0,47.0,Market yard,2
6324,2 BHK,1200.0,2.0,75.0,Market yard,2
6326,3 BHK,2250.0,3.0,199.0,Market yard,3
6327,2 BHK,1090.0,2.0,57.0,Market yard,2
6328,2 BHK,1306.0,2.0,65.0,Market yard,2
6329,2 BHK,905.0,2.0,65.0,Market yard,2
6330,1 BHK,560.0,1.0,45.0,Market yard,1
6331,3 BHK,1910.0,3.0,150.0,Market yard,3
6332,3 BHK,1730.0,3.0,95.0,Market yard,3
6333,2 Bedroom,900.0,2.0,48.0,Market yard,2
6334,2 BHK,1160.0,2.0,67.0,Market yard,2
6336,3 Bedroom,2400.0,2.0,185.0,Market yard,3
6338,2 BHK,1035.0,2.0,51.5,Market yard,2
6339,2 BHK,1161.0,2.0,55.15,Market yard,2
6341,3 BHK,1584.01,3.0,104.0,Market yard,3
6342,3 Bedroom,4395.0,3.0,240.0,Market yard,3
6343,2 BHK,1000.0,2.0,50.0,Market yard,2
6344,3 BHK,2289.0,3.0,178.0,Market yard,3
6345,4 BHK,3150.0,4.0,180.0,Market yard,4
6347,6 Bedroom,2750.0,6.0,200.0,Market yard,6
6350,2 BHK,1300.0,2.0,90.0,Market yard,2
6351,2 BHK,1150.0,2.0,90.0,Market yard,2
6352,3 BHK,1846.0,3.0,120.0,Market yard,3
6353,2 BHK,1216.0,2.0,75.0,Market yard,2
6354,4 Bedroom,1200.0,4.0,85.0,Market yard,4
6355,3 BHK,1800.0,3.0,130.0,Market yard,3
6356,2 BHK,1225.0,2.0,48.0,Market yard,2
6357,4 BHK,4000.0,6.0,370.0,Market yard,4
6358,2 BHK,1187.0,2.0,40.14,Market yard,2
6359,4 Bedroom,3210.0,2.0,192.0,Model colony,4
6361,3 Bedroom,4050.0,3.0,280.0,Model colony,3
6362,1 BHK,525.0,2.0,21.53,Model colony,1
6363,4 Bedroom,11890.0,4.0,700.0,Model colony,4
6364,2 BHK,1372.0,2.0,68.0,Model colony,2
6365,2 BHK,1000.0,2.0,50.0,Model colony,2
6366,2 BHK,918.0,2.0,50.49,Model colony,2
6367,3 BHK,1710.0,3.0,107.0,Model colony,3
6368,1 BHK,400.0,1.0,12.0,Model colony,1
6369,2 BHK,1500.0,2.0,69.0,Model colony,2
6372,3 BHK,1532.0,3.0,92.0,Model colony,3
6373,2 BHK,890.0,2.0,40.0,Model colony,2
6375,2 BHK,927.0,2.0,55.0,Model colony,2
6376,4 BHK,3012.0,6.0,250.0,Model colony,4
6377,3 BHK,1100.0,2.0,75.0,Model colony,3
6379,4 BHK,3715.0,6.0,200.5,Model colony,4
6380,3 BHK,1692.0,3.0,88.0,Model colony,3
6381,2 BHK,1238.0,2.0,67.0,Model colony,2
6383,1 BHK,527.0,1.0,26.0,Model colony,1
6386,2 BHK,1069.0,2.0,55.0,Model colony,2
6387,2 BHK,1365.0,2.0,73.0,Model colony,2
6388,2 BHK,600.0,2.0,27.0,Model colony,2
6389,1 Bedroom,1260.0,1.0,41.0,Model colony,1
6390,16 BHK,10000.0,16.0,550.0,Model colony,16
6391,4 BHK,2145.0,4.0,125.0,Model colony,4
6395,3 Bedroom,2400.0,3.0,165.0,Model colony,3
6396,1 BHK,620.0,1.0,27.0,Model colony,1
6398,3 BHK,1830.0,3.0,101.0,Model colony,3
6399,1 BHK,662.0,1.0,42.0,Model colony,1
6400,4 BHK,3360.0,5.0,225.0,Model colony,4
6401,3 BHK,1778.0,3.0,122.0,Model colony,3
6402,3 Bedroom,1200.0,3.0,72.0,Model colony,3
6404,2 BHK,1275.0,2.0,87.0,Model colony,2
6405,4 Bedroom,1200.0,4.0,90.0,Model colony,4
6409,2 BHK,1220.0,2.0,59.0,Model colony,2
6411,8 Bedroom,3500.0,6.0,120.0,Model colony,8
6412,2 BHK,900.0,2.0,50.0,Model colony,2
6413,3 BHK,1080.0,2.0,75.0,Model colony,3
6415,2 BHK,1268.0,2.0,69.0,Model colony,2
6416,3 Bedroom,1500.0,3.0,83.0,Model colony,3
6419,3 BHK,2195.0,2.0,152.0,Model colony,3
6420,2 BHK,1100.0,2.0,55.0,Model colony,2
6421,2 BHK,1141.0,2.0,55.0,Model colony,2
6423,2 BHK,1351.0,2.0,74.0,Model colony,2
6424,3 BHK,1300.0,2.0,67.0,Model colony,3
6426,2 BHK,1152.0,2.0,61.0,Model colony,2
6427,2 BHK,850.0,1.0,39.5,Model colony,2
6430,3 BHK,1996.0,4.0,123.0,Model colony,3
6431,3 BHK,1660.0,2.0,100.0,Model colony,3
6433,2 Bedroom,1250.0,2.0,75.0,Model colony,2
6435,2 BHK,1216.0,2.0,84.03,Model colony,2
6436,4 BHK,3700.0,4.0,314.0,Model colony,4
6437,3 BHK,1929.0,3.0,103.0,Model colony,3
6439,3 BHK,1763.25,3.0,98.0,Model colony,3
6440,4 BHK,2249.81,4.0,245.0,Model colony,4
6441,2 BHK,1447.0,2.0,75.97,Model colony,2
6442,3 BHK,2357.0,3.0,135.0,Model colony,3
6443,2 BHK,1280.0,2.0,120.0,Model colony,2
6445,3 BHK,1450.0,3.0,88.6,Model colony,3
6447,3 BHK,1505.0,3.0,78.0,Model colony,3
6448,1 Bedroom,600.0,1.0,20.0,Model colony,1
6449,4 BHK,2422.0,4.0,135.0,Model colony,4
6450,3 BHK,1520.0,2.0,81.0,Model colony,3
6453,5 BHK,3300.0,3.0,255.0,Model colony,5
6454,6 BHK,2400.0,5.0,75.0,Model colony,6
6456,3 BHK,1300.0,3.0,77.99,Model colony,3
6458,2 BHK,1170.0,2.0,56.0,Model colony,2
6459,1 Bedroom,1200.0,1.0,39.82,Model colony,1
6460,6 Bedroom,7000.0,6.0,560.0,Model colony,6
6461,1 BHK,500.0,1.0,13.0,Model colony,1
6462,3 BHK,1760.0,3.0,185.0,Model colony,3
6463,2 BHK,823.0,2.0,80.0,Model colony,2
6465,2 BHK,1260.0,2.0,85.5,Model colony,2
6467,3 BHK,1891.0,3.0,110.0,Model colony,3
6468,1 BHK,595.0,1.0,40.0,Model colony,1
6470,3 BHK,1221.0,3.0,65.0,Model colony,3
6471,2 BHK,1400.0,2.0,65.0,Model colony,2
6472,3 BHK,1719.0,3.0,95.0,Model colony,3
6473,3 BHK,1855.0,3.0,135.0,Model colony,3
6475,3 BHK,1500.0,2.0,78.0,Model colony,3
6476,3 BHK,2795.0,4.0,235.0,Mukund Nagar,3
6477,3 BHK,2420.0,3.0,185.0,Mukund Nagar,3
6479,2 BHK,1250.0,2.0,76.0,Mukund Nagar,2
6481,1 BHK,469.0,1.0,25.0,Mukund Nagar,1
6483,4 BHK,1950.0,4.0,130.0,Mukund Nagar,4
6484,3 BHK,1082.0,2.0,57.5,Mukund Nagar,3
6489,2 BHK,1105.0,2.0,65.0,Mukund Nagar,2
6490,3 BHK,1650.0,3.0,110.0,Mukund Nagar,3
6494,3 BHK,1285.0,2.0,68.0,Mukund Nagar,3
6496,4 BHK,5000.0,4.0,290.0,Mukund Nagar,4
6497,3 BHK,1645.0,3.0,100.0,Mukund Nagar,3
6498,3 BHK,2160.0,3.0,160.0,Mukund Nagar,3
6499,3 BHK,1465.0,2.0,74.72,Mukund Nagar,3
6500,3 BHK,1400.0,2.0,88.0,Mukund Nagar,3
6501,2 BHK,1118.0,2.0,75.0,Mukund Nagar,2
6502,2 BHK,1300.0,2.0,80.0,Mukund Nagar,2
6503,3 BHK,1800.0,3.0,150.0,Mukund Nagar,3
6504,2 BHK,1392.0,2.0,99.0,Mukund Nagar,2
6505,2 BHK,918.0,2.0,55.0,Mukund Nagar,2
6506,4 BHK,3530.0,4.0,290.0,Mukund Nagar,4
6507,4 Bedroom,1200.0,4.0,110.0,Mukund Nagar,4
6510,1 BHK,813.0,1.0,39.0,Mukund Nagar,1
6514,3 BHK,1300.0,3.0,77.99,Mukund Nagar,3
6516,2 BHK,1430.0,2.0,110.0,Mukund Nagar,2
6517,2 BHK,700.0,2.0,40.0,Mukund Nagar,2
6520,1 BHK,600.0,1.0,43.0,Mukund Nagar,1
6521,2 BHK,1210.0,2.0,83.0,Mukund Nagar,2
6525,3 BHK,1430.0,3.0,78.65,Mukund Nagar,3
6527,3 BHK,1783.0,3.0,125.0,Mukund Nagar,3
6529,3 BHK,1826.0,3.0,130.0,Mukund Nagar,3
6530,3 BHK,1255.0,2.0,90.0,Mukund Nagar,3
6531,3 BHK,1450.0,2.0,87.0,Mukund Nagar,3
6532,1 RK,360.0,1.0,16.9,Mukund Nagar,1
6533,1 BHK,698.5,1.0,28.57,Mukund Nagar,1
6534,4 BHK,4062.5,2.0,341.0,Mukund Nagar,4
6535,4 BHK,2600.0,4.0,175.0,Mukund Nagar,4
6540,4 BHK,2000.0,4.0,135.0,Mukund Nagar,4
6542,4 BHK,2690.0,4.0,201.0,Mukund Nagar,4
6545,2 BHK,1295.0,2.0,78.5,Mukund Nagar,2
6550,4 BHK,2502.0,4.0,170.0,Mukund Nagar,4
6551,1 BHK,381.0,1.0,28.0,Mukund Nagar,1
6552,2 BHK,1100.0,2.0,72.0,Mukund Nagar,2
6554,3 BHK,1900.0,3.0,150.0,Mukund Nagar,3
6559,3 BHK,1862.0,4.0,110.0,Mukund Nagar,3
6560,4 BHK,4041.0,4.0,345.0,Mukund Nagar,4
6562,2 BHK,1180.0,2.0,77.0,Mukund Nagar,2
6565,3 BHK,1423.0,2.0,71.73,Mukund Nagar,3
6566,4 BHK,2524.0,5.0,180.0,Mukund Nagar,4
6568,3 BHK,1770.0,3.0,108.0,Mukund Nagar,3
6573,4 Bedroom,3600.0,4.0,300.0,Mukund Nagar,4
6574,2 BHK,1350.0,2.0,89.5,Mukund Nagar,2
6575,3 BHK,1450.0,2.0,78.0,Mukund Nagar,3
6576,3 BHK,2137.0,3.0,110.0,Mukund Nagar,3
6578,3 BHK,1021.0,3.0,59.0,Mukund Nagar,3
6579,2 BHK,1205.0,2.0,79.0,Mukund Nagar,2
6581,3 BHK,1837.0,3.0,110.0,Mukund Nagar,3
6583,3 BHK,1430.0,2.0,102.0,Mukund Nagar,3
6593,3 Bedroom,1350.0,2.0,140.0,Mundhawa,3
6594,3 BHK,1400.0,2.0,95.0,Mundhawa,3
6595,9 BHK,5000.0,9.0,210.0,Mundhawa,9
6596,4 BHK,3800.0,4.0,250.0,Mundhawa,4
6600,7 BHK,4100.0,7.0,140.0,Mundhawa,7
6603,2 BHK,1121.0,2.0,78.0,Mundhawa,2
6604,3 BHK,1850.0,3.0,100.0,Mundhawa,3
6605,4 Bedroom,1200.0,4.0,105.0,Mundhawa,4
6606,4 Bedroom,1200.0,5.0,110.0,Mundhawa,4
6607,3 BHK,1645.0,3.0,100.0,Mundhawa,3
6609,3 BHK,1450.0,2.0,135.0,Mundhawa,3
6610,2 BHK,1150.0,2.0,80.0,Mundhawa,2
6611,2 BHK,1195.0,2.0,84.0,Mundhawa,2
6613,2 BHK,1418.0,2.0,103.0,Mundhawa,2
6614,2 BHK,1246.0,2.0,82.0,Mundhawa,2
6615,2 BHK,1098.0,2.0,68.0,Mundhawa,2
6617,3 BHK,1798.0,3.0,120.0,Mundhawa,3
6618,3 BHK,1563.0,3.0,91.84,Mundhawa,3
6619,2 BHK,1900.0,2.0,200.0,Mundhawa,2
6620,2 BHK,1392.0,2.0,98.0,Mundhawa,2
6622,3 BHK,1910.0,3.0,190.0,Mundhawa,3
6623,3 BHK,2170.0,3.0,151.0,Mundhawa,3
6624,3 BHK,2106.0,3.0,126.0,Mundhawa,3
6626,4 Bedroom,3884.0,4.0,240.0,Mundhawa,4
6629,2 BHK,1000.0,2.0,78.0,Mundhawa,2
6636,4 Bedroom,1200.0,2.0,130.0,Mundhawa,4
6637,2 BHK,946.0,2.0,58.0,Mundhawa,2
6640,2 BHK,1150.0,2.0,69.0,Mundhawa,2
6641,2 BHK,1138.0,2.0,110.0,Mundhawa,2
6645,1 BHK,693.0,1.0,34.3,Mundhawa,1
6646,3 BHK,1520.0,2.0,90.0,Mundhawa,3
6647,3 BHK,1675.0,2.0,135.0,Mundhawa,3
6649,2 BHK,1220.0,2.0,88.0,Mundhawa,2
6651,1 BHK,925.0,1.0,40.7,Mundhawa,1
6652,2 BHK,1250.0,2.0,90.0,Mundhawa,2
6653,2 BHK,1175.0,2.0,79.0,Mundhawa,2
6656,3 BHK,1700.0,3.0,111.0,Mundhawa,3
6657,1 BHK,650.0,1.0,16.0,Mundhawa,1
6659,3 BHK,2750.0,3.0,260.0,Mundhawa,3
6661,1 BHK,780.0,1.0,70.0,Mundhawa,1
6663,2 BHK,1320.0,2.0,100.0,Mundhawa,2
6665,1 BHK,800.0,1.0,32.0,Mundhawa,1
6666,3 BHK,1435.0,2.0,80.0,Mundhawa,3
6667,6 Bedroom,1850.0,3.0,175.0,Mundhawa,6
